,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,,"Y12,Y13,Y41,Y45",,"sludges from paints and varnishes, halogenated solvents, packaging waste and filter materials and mixed waste","H3,H4.1,H6.1,H12",40.78,,BE,D10,,Bosnia and Herzegovina,2013
1,A4010,"Y2,Y3",,pharmaceutical waste and citostatics ,"H3,H6.1,H11",113.42,,AT,D10,,Bosnia and Herzegovina,2013
2,A1160,"Y31,Y34",,lead acid batteries,,2602.81,,SI,,R4,Bosnia and Herzegovina,2013
3,A1160,"Y31,Y34",,lead acid batteries,,1420.04,,HR,,R4,Bosnia and Herzegovina,2013
4,A1160,"Y31,Y34",,lead acid batteries,,23.89,,MK,,R4,Bosnia and Herzegovina,2013
5,,Y18,,mixed solid waste,"H4.1,H6.1,H12",138.32,,DE,D10,,Bosnia and Herzegovina,2013
6,,Y18,,mixed liquid waste,"H3,H6.1,H11,H12",41.24,,DE,D10,,Bosnia and Herzegovina,2013
7,A4070,,,waste paint and varnish,"H3,H4.1",20.2,,DE,D10,,Bosnia and Herzegovina,2013
8,A4010,"Y2,Y3",,medicines,"H3,H4.1,H6.1,H12",19.13,,DE,D10,,Bosnia and Herzegovina,2013
9,,Y17,,cyanide waste,H6.1,17.66,,DE,D12,,Bosnia and Herzegovina,2013
10,A1180,Y29,,fluorescent tubes,H12,4.83,,HR,,R5,Bosnia and Herzegovina,2013
11,A1160,"Y31,Y34",,lead acid batteries,,2528.0,,RS,,R4,Bosnia and Herzegovina,2013
12,,Y18,,mixed waste,,136.7,,DE,D10,,Bosnia and Herzegovina,2013
13,,Y18,,mixed waste,"H3,H6.1,H12",20.0,,DE,D10,,Bosnia and Herzegovina,2013
14,,Y18,,mixed waste,H3,40.26,,DE,D10,,Bosnia and Herzegovina,2013
15,,Y18,,mixed waste,"H11,H12",20.92,,DE,D10,,Bosnia and Herzegovina,2013
16,,"Y8,Y9,Y18",,mixed waste,"H12,H13",22.44,,AT,D10,,Bosnia and Herzegovina,2013
17,,"Y18,Y31",,sludges containing dangerous substances from other treatment of industrial waste water,,25.44,,AT,D10,,Bosnia and Herzegovina,2013
18,A1160,"Y31,Y34",,lead acid batteries,"H8,H10",4104.0,,RS,,R4,Bosnia and Herzegovina,2013
19,,"Y8,Y9,Y18",,other wastes (including mixtures of materials) from mechanical treatment of waste containing dangerous substances,,138.0,,AT,D10,,Bosnia and Herzegovina,2013
