,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A3020,Y8,12 01 07*; 12 01 10*; 13 01 10*; 13 01 11*; 13 01 13*; 13 02 05*; 13 02 06*; 13 02 08*; 13 03 07*; 13 03 08*; 13 03 10*; 13 04 01*; 13 05 06*,waste mineral oils,H3,1852.09,,BG,,R9,Romania,2020
1,A1120,Y17,12 01 14*,machining sludges containing dangerous substances,H11,10.632,"CZ,HU,SK",DE,,R4,Romania,2020
2,A1030,Y29,20 01 21*,used fluorescent tubes containing mercury,H12,92.357,,HU,,"R4,R5",Romania,2020
3,A1170,Y26,16 06 02*,used Ni-Cd batteries ,"H8,H12",25.527,"AT,HU",DE,,R4,Romania,2020
4,A2010,Y31,16 02 15*,funnel glass from CRT,H12,23.0,"CZ,HU,SK",DE,,R5,Romania,2020
5,A2010,Y31,19 12 11*,funnel glass from CRT,H12,644.581,"AT,CZ,HU",DE,,R5,Romania,2020
6,A2010,Y31,19 12 11*,funnel glass from CRT,H12,64.68,"CZ,HU,SK",DE,,R5,Romania,2020
7,,Y45,"16 02 11*, 20 01 23*","discarded equipment containing HCFC, HFC ",H13,783.92,,HU,,R12,Romania,2020
8,,Y45,"16 02 11*, 20 01 23*",used not treated fridges containing HCFC,H12,46.38,"HU,SK",PL,,R12,Romania,2020
9,A1020,Y31,10 04 01*,lead slag,H12,288.21,,BG,,R4,Romania,2020
10,A1160,Y31,16 06 01*,waste lead acid batteeries,H8,15602.947,,BG,,R4,Romania,2020
11,,Y18,10 03 08*,salty slug fronm alluminium inedustry,"H8,H10",237.08,"CZ,HU,SK",DE,,R5,Romania,2020
12,A1020,Y31,"06 04 05*, 16 03 03*",expired solder paste containg lead,"H11,H12",13.863,"FR,HU,IT,SI",ES,,R4,Romania,2020
13,A1020,Y31,10 10 09*,flue gas dust containing hazardous substances,H12,435.72,,BG,,R4,Romania,2020
14,A1010,Y31,10 04 02*,solder dross,H12,15.5919,,HU,,R12,Romania,2020
15,A2030,,16 08 02*,spent catalyst,H4.2,154.91,"HU,IT,SK",FR,,R8,Romania,2020
16,A3050,Y13,16 03 03*,inorganic waste containing hazardous substances (adhesives) ,H12,1.0,"AT,HU",DE,,"R4,R13",Romania,2020
17,A1130,Y22,11 01 05*,spent itching sollution containg disolved copper,H8,432.84,"AT,HU",DE,,R4,Romania,2020
18,A1050,Y17,11 01 09*,sludge and filter cake contain dangerous substances,H12,39.025,"CZ,HU,SK",DE,,R4,Romania,2020
19,,Y_,10 08 11*,tin slug,,12.814,"FR,HU,IT,SI",EE,,R4,Romania,2020
20,,Y_,02 01 03*,tobaco stems,,3692.4,,BE,,R13,Romania,2020
21,,Y_,10 08 09*,tin slug,,14.62,"FR,HU,IT,SI",EE,,R4,Romania,2020
