,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A4010,Y3, 20 01 32,"Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B",H12,132.34,,DE,D10,,Finland,2020
1,A4010,Y3," 18 01 09, 20 01 32","Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B",H6.1,68.24,,SE,D10,,Finland,2020
2,,Y5, 19 12 06*,Treated cork and wood wastes,H12,39964.75,,DE,,R1,Finland,2020
3,,Y5, 17 02 04*,Treated cork and wood wastes,H12,4711.01,,SE,D10,,Finland,2020
4,A2030,Y6, 16 08 07*,Waste catalysts but excluding such wastes specified on list B,H3,27.719,,DE,,R4,Finland,2020
5,A2030,Y6, 16 08 02*,Waste catalysts but excluding such wastes specified on list B,"H4.2,H11,H12",375.926,,DE,,R4,Finland,2020
6,A3020,Y8, 19 02 08*,Waste mineral oils unfit for their originally intended use,"H3,H12",2621.62,,EE,,R1,Finland,2020
7,A4070,Y12, 19 12 11*,"Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)",H3,275.46,,DE,D10,,Finland,2020
8,A4070,Y12, 20 01 27*,"Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)",H3,414.18,,DE,,R1,Finland,2020
9,A4070,Y12," 08 01 11*, 20 01 27*","Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)","H3,H4.1",323.39,SE,NO,,"R1,R12",Finland,2020
10,A4070,Y12," 08 01 11*, 08 03 14*, 08 03 17*, 08 04 09*, 20 01 27*","Wastes from the production, formulation and use of inks, dyes, pigments, paints, lacquers, varnish excluding any such waste specified on list B (note the related entry on list B, B4010)",H4.1,283.06,,DE,D10,,Finland,2020
