,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A1160,Y31,16 06 01,Lead Acid Car Batteries,H8,3396.53,,GR,,R4,Cyprus,2019
1,A1160,Y31,16 06 01,Lead Acid Car Batteries,H8,140.2,,KR,,R4,Cyprus,2019
2,A1160,Y31,16 06 01,Lead Acid Car Batteries,H8,896.55,IL,ES,,R4,Cyprus,2019
3,A2050,Y36,"17 06 01, 17 06 05",Asbestos Waste,H12,231.78,"IL,IT,ES",GB,D1,,Cyprus,2019
4,A4140,"Y34,Y35,Y39,Y40,Y41,Y42","16 05 06, 16 05 07, 16 15 08",Laboratory Waste,"H3,H6.1,H8,H12",5.36,"IL,IT,NL,ES,GB",DE,D10,,Cyprus,2019
5,A4140,Y_,"16 03 03, 16 03 05",Off specification batches and unused products containing dangerous substances,"H3,H6.1,H8,H12",5.26,"IL,IT,NL,ES,GB",DE,D10,,Cyprus,2019
6,A4010,Y3,"18 01 09, 20 01 32",Expired Medicines,"H11,H13",1.34,"IL,IT,NL,ES,GB",DE,D10,,Cyprus,2019
7,A1170,"Y23,Y26,Y28",20 01 33,Mixed Portable Batteries,H13,155.183,"DE,IL,NL,ES,GB",BE,,R4,Cyprus,2019
8,A1030,Y29,19 12 11,Pre-crushed Fluorescent Lamps and Equipment Containing Mercury,H6.1,97.37,"IL,ES",GB,,"R4,R5",Cyprus,2019
9,A1180,Y_,"16 02 11, 16 02 13, 20 01 35",Waste Fridges,"H12,H13",1231.97,,GR,,R4,Cyprus,2019
