,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_destination,annex_4_a_code,annex_4_b_code,country,year
0,A4030,Y4,020108,Resíduos agroquímicos contendo substâncias perigosas (pesticidas),,109.24,"ES,FR",BE,D10,,Portugal,2020
1,A3050,Y13,070107,"Resíduos de destilação e resíduos de reacção halogenados_x000D_
",,103.52,NL,DE,D10,,Portugal,2020
2,A3050,Y13,070108,resíduos de destilação e resíduos de reação,,17.86,NL,BE,D10,,Portugal,2020
3,A4100,Y23,100207,,,36521.17,,ES,,R4,Portugal,2020
4,,,100308,Escórias salinas da produção secundária,H4.3,1108.04,,ES,,R4,Portugal,2020
5,A1020,Y23,101003,escórias do forno,,126.24,,ES,,R4,Portugal,2020
6,A1010,Y11,101011,Outras partículas contendo substâncias perigosas,,245.28,,ES,,R4,Portugal,2020
7,A1050,Y17,110109,lamas e bolo de filtração contendo substancias perigosas,,225.788,"ES,FR",DE,,R4,Portugal,2020
8,A3020,Y3,130204,,,23.54,NL,BE,D10,,Portugal,2020
9,A3020,Y8,130204,óleos minerais clorados ,,68.4,"ES,FR",BE,D10,,Portugal,2020
10,A3020,Y8,130208,"óleos de motores, transmissões e lubrificação",,778.09,,ES,,R9,Portugal,2020
11,,Y45,140601,"clorofluorocarbonetos, HCFC, HFC",,39.414,ES,FR,D10,,Portugal,2020
12,A3140,Y12,140603,solventes e misturas de solventes,,136.4,,ES,,R2,Portugal,2020
13,,Y42,140603,solventes e misturas de solventes,,35.567,,ES,,R2,Portugal,2020
14,A4130,Y4,150110,RESÍDUOS DE EMBALAGENS CONTENDO OU CONTAMINADAS POR RESÍDUOS DE SUBSTÂNCIAS PERIGOSAS,,214.539,,ES,,"R3,R4",Portugal,2020
15,A4130,Y15,150111,"Embalagens de metal, incluindo recipientes vazios sob pressão, com uma matriz porosa sólida perigosa - Aerossóis",,19.86,NL,BE,D10,,Portugal,2020
16,A3180,Y10,160209,"Transformadores e condensadores contendo_x000D_
PCB",,24.817,,ES,,"R12,R4",Portugal,2020
17,,"Y20,Y26,Y29,Y31",160213,"Equipamentos fora de uso, contendo componentes perigosos não abrangidos em 16 02 09 a 16 02 12",,67.646,ES,FR,,"R4,R5,R12",Portugal,2020
18,A2010,Y31,160215,,,121.4,"ES,FR",DE,,"R12,R5",Portugal,2020
19,A4140,Y18,160504,"gases em recipientes sob pressão (incluindo halons), contendo substâncias perigosas",,7.022,"BE,ES,FR",DE,D10,,Portugal,2020
20,A4010,Y2,160506,"Produtos químicos de laboratório, contendo ou compostos por substâncias perigosas, incluindo misturas de produtos químicos de laboratório (LER – 16 05 06*)",,77.08,,BE,D10,,Portugal,2020
21,A1160,Y31,160601,acumuladores de chumbo,,10956.235,,ES,,R4,Portugal,2020
22,A2030,,160802,catalisadores usados,,600.023,ES,FR,,R4,Portugal,2020
23,A1170,"Y34,Y35",200133,"Pilhas e acumuladores abrangidos em 16 06 01, 16 06 02 ou 16 06 03 e pilhas e acumuladores não triados contendo desses acumuladores ou pilhas",,113.376,,ES,,"R12,R4",Portugal,2020
24,A1170,"Y26,Y29,Y31",200133,"pilhas e acumuladores abrangidos em 16 06 01, 16 06 02 ou 16 06 03 e pilhas e acumuladores, não triados, contendo desses acumuladores ou pilhas",,123.13,,ES,,"R12,R4",Portugal,2020
25,A3150,Y6,"070103,070503,140602","solventes, líquidos de lavagem e licores-mãe halogenados",,76.485,NL,BE,D10,,Portugal,2020
26,A4010,Y3,"070513,200131,200132",Resíduos farmacêuticos,,674.483,NL,BE,D10,,Portugal,2020
27,A4010,Y3,"070513,200131,200132",Resíduos farmacêuticos,,300.582,"ES,FR",BE,D10,,Portugal,2020
28,A1180,Y10,"130101,160209",Resíduos contendo PCB's (condensadores e óleos removidos de equipamentos fora de uso),,59.738,"ES,FR",BE,D10,,Portugal,2020
29,A4130,Y18,"140601,150111,160504",Gases e recipientes sob pressão contendo substâncias perigosas,,14.7,,ES,,"R12,R4",Portugal,2020
30,A1180,Y31,"160213,200135",CRT - Tubos de Raios Catódicos /TV's e Monitores,,277.2,,ES,,"R12,R5",Portugal,2020
