,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A1010,Y31,"Lead, lead compounds","Capable, by any means, after disposal, of yielding another material, e.g., leachate, which possesses any of the characteristics listed above.",H13,852.734,,US,D9,,Canada,2019
1,A1010,Y31,"Lead, lead compounds",Poisonous (acute): Substances or wastes liable either to cause death or serious injury or to harm health if swallowed or inhaled or by skin contact.,H6.1,8.75,,US,,R4,Canada,2019
2,A1020,Y20,"Beryllium, beryllium compounds",Ecotoxic: Substances or wastes which if released present or may present immediate or delayed adverse impacts to the environment by means of bioaccumulation and/or toxic effects upon biotic systems.,H12,15510.406,,US,,R4,Canada,2019
3,A1020,Y31,"Lead, lead compounds","Capable, by any means, after disposal, of yielding another material, e.g., leachate, which possesses any of the characteristics listed above.",H13,8431.252,,US,D9,,Canada,2019
4,A1020,Y31,"Lead, lead compounds","Capable, by any means, after disposal, of yielding another material, e.g., leachate, which possesses any of the characteristics listed above.",H13,4037.01,,US,D5,,Canada,2019
5,A1020,Y22,Copper compounds,"Capable, by any means, after disposal, of yielding another material, e.g., leachate, which possesses any of the characteristics listed above.",H13,2506.591,,US,,R4,Canada,2019
6,A1020,Y31,"Lead, lead compounds","Capable, by any means, after disposal, of yielding another material, e.g., leachate, which possesses any of the characteristics listed above.",H13,2132.774,,US,,R4,Canada,2019
7,A1020,Y21,Hexavalent chromium compounds,"Capable, by any means, after disposal, of yielding another material, e.g., leachate, which possesses any of the characteristics listed above.",H13,665.512,,US,,R4,Canada,2019
8,A1020,Y25,"Selenium, selenium compounds","Capable, by any means, after disposal, of yielding another material, e.g., leachate, which possesses any of the characteristics listed above.",H13,409.674,,US,D5,,Canada,2019
9,A1020,Y28,"Tellurium, tellurium compounds","Capable, by any means, after disposal, of yielding another material, e.g., leachate, which possesses any of the characteristics listed above.",H13,134.788,,US,D9,,Canada,2019
10,A1020,Y31,"Lead, lead compounds",Ecotoxic: Substances or wastes which if released present or may present immediate or delayed adverse impacts to the environment by means of bioaccumulation and/or toxic effects upon biotic systems.,H12,95.675,,US,D13,,Canada,2019
11,A1020,Y35,Basic solutions or bases in solid form,Poisonous (acute): Substances or wastes liable either to cause death or serious injury or to harm health if swallowed or inhaled or by skin contact.,H6.1,84.69,,US,D9,,Canada,2019
12,A1020,Y34,Acidic solutions or acids in solid form,"Corrosives: Substances or wastes which, by chemical action, will cause severe damage when in contact with living tissue, or, in the case of leakage, will materially damage, or even destroy, other goods or the means of transport; they may also cause other hazards.",H8,52.92,,US,D5,,Canada,2019
13,A1020,Y41,Halogenated organic solvents,Ecotoxic: Substances or wastes which if released present or may present immediate or delayed adverse impacts to the environment by means of bioaccumulation and/or toxic effects upon biotic systems.,H12,33.235,,US,D9,,Canada,2019
14,A1020,Y31,"Lead, lead compounds","Capable, by any means, after disposal, of yielding another material, e.g., leachate, which possesses any of the characteristics listed above.",H13,18.698,,US,,R5,Canada,2019
15,A1020,Y22,Copper compounds,Ecotoxic: Substances or wastes which if released present or may present immediate or delayed adverse impacts to the environment by means of bioaccumulation and/or toxic effects upon biotic systems.,H12,14.205,,US,D5,,Canada,2019
16,A1020,Y26,"Cadmium, cadmium compounds",Poisonous (acute): Substances or wastes liable either to cause death or serious injury or to harm health if swallowed or inhaled or by skin contact.,H6.1,1.456,,US,D14,,Canada,2019
17,A1020,Y18,Residues arising from industrial waste-disposal operations,"Capable, by any means, after disposal, of yielding another material, e.g., leachate, which possesses any of the characteristics listed above.",H13,0.217,,US,,R4,Canada,2019
18,A1020,Y25,"Selenium, selenium compounds",Poisonous (acute): Substances or wastes liable either to cause death or serious injury or to harm health if swallowed or inhaled or by skin contact.,H6.1,0.2125,,US,,R4,Canada,2019
19,A1030,Y29,"Mercury, mercury compounds","Capable, by any means, after disposal, of yielding another material, e.g., leachate, which possesses any of the characteristics listed above.",H13,3144.496,,US,D9,,Canada,2019
20,A1030,Y34,Acidic solutions or acids in solid form,"Corrosives: Substances or wastes which, by chemical action, will cause severe damage when in contact with living tissue, or, in the case of leakage, will materially damage, or even destroy, other goods or the means of transport; they may also cause other hazards.",H8,479.22,,US,D9,,Canada,2019
21,A1030,Y24,"Arsenic, arsenic compounds",Poisonous (acute): Substances or wastes liable either to cause death or serious injury or to harm health if swallowed or inhaled or by skin contact.,H6.1,107.575,,US,,R4,Canada,2019
22,A1030,Y22,Copper compounds,"Corrosives: Substances or wastes which, by chemical action, will cause severe damage when in contact with living tissue, or, in the case of leakage, will materially damage, or even destroy, other goods or the means of transport; they may also cause other hazards.",H8,83.1,,US,,R4,Canada,2019
23,A1030,Y24,"Arsenic, arsenic compounds",Ecotoxic: Substances or wastes which if released present or may present immediate or delayed adverse impacts to the environment by means of bioaccumulation and/or toxic effects upon biotic systems.,H12,24.653,,US,D5,,Canada,2019
24,A1030,Y29,"Mercury, mercury compounds",Poisonous (acute): Substances or wastes liable either to cause death or serious injury or to harm health if swallowed or inhaled or by skin contact.,H6.1,0.12,,US,D13,,Canada,2019
