,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A1080,Y31,,Zinc flux skimming from pipe galvanizing,"H11,H12",969.559,,AU,,R4,Thailand,2017
1,A1180,"Y10,Y22,Y29,Y31",,Computer Parts,"H11,H12",966.59182, ,GB,,R4,Thailand,2017
2,A1180,"Y10,Y22,Y29,Y31",,Crushed Integrated Circuits (IC) Powder,"H11,H12",2.30018, ,CN,,R4,Thailand,2017
3,A1180,"Y10,Y22,Y29,Y31",,"PCB, Power Board, PCB Scrap, PCB with Components, IC Scrap, RAM, Personal Computer, WEEE Cable, Sever, Set Up Box, Power Supply, Modem, Mobile Phone","H11,H12",19841.6665,,CN,,R4,Thailand,2017
4,A1180,"Y10,Y22,Y29,Y31",,Printed Circuit Board Assembly : PCB (A),"H11,H12",51.0815,,CN,,R4,Thailand,2017
5,A1180,"Y10,Y22,Y29,Y31",,"Printed Circuit Board Assembly: PCB (A), Telephone, Network Router, Hub, Desktop, Computer Parts, Modem, Network Devices, DVD, CD, Floppy (DVD, CD, Floppy, Tape Devices), Projector, Printer, Mobile Phone, Notebook, Laptop, Server System, Audio Devices, Arcade Games","H11,H12",42.084,,GB,,R4,Thailand,2017
6,A1180,"Y10,Y22,Y29,Y31",,"Printed Circuit Board Assembly: PCB (A), Telephone, Network Router, Hub, Desktop, Computer Parts, Modem, Network Devices, DVD, CD, Floppy (DVD, CD, Floppy, Tape Devices), Projector, Printer, Mobile Phone, Notebook, Laptop, Server System, Audio Devices, Arcade Games","H11,H12",203.134,,LK,,R4,Thailand,2017
7,A1180,"Y10,Y22,Y29,Y31",,"Printed Circuit Board Assembly: PCB (A), Telephone, Network Router, Hub, Desktop, Computer Parts, Modem, Network Devices, DVD, CD, Floppy (DVD, CD, Floppy, Tape Devices), Projector, Printer, Mobile Phone, Notebook, Laptop, Server System, Audio Devices, Arcade Games","H11,H12",2505.95775,,SG,,R4,Thailand,2017
8,A1180,"Y10,Y22,Y29,Y31",,"Printed Circuit Board Assembly: PCB (A), Telephone, Network Router, Hub, Desktop, Computer Parts, Modem, Network Devices, DVD, CD, Floppy (DVD, CD, Floppy, Tape Devices), Projector, Printer, Mobile Phone, Notebook, Laptop, Server System, Audio Devices, Arcade Games","H11,H12",6792.275,,CN,,R4,Thailand,2017
9,A1180,Y10,,"Telephone, Network Router, Hub, Desktop, Computer Parts, Modem, Network Devices, DVD, CD, Floppy (DVD, CD, Floppy, Tape Devices), Projector, Printer, Mobile Phone, Notebook, Laptop, Server System, Audio Devices, Arcade Game","H11,H12",20984.369,,CN,,R4,Thailand,2017
10,A1180,"Y22,Y29,Y31",,Used Office Equipments,"H11,H12",173.249,,PH,,R4,Thailand,2017
11,A1180,"Y22,Y29,Y31",,Used Office Equipments,"H11,H12",363.2578,,SG,,R4,Thailand,2017
12,A1180,"Y22,Y29,Y31",,Used Office Equipments,"H11,H12",971.6046,,CN,,R4,Thailand,2017
13,A1180,"Y22,Y29,Y31",,Used Xerox Office Equipments,"H11,H12",393.0298,,MY,,R4,Thailand,2017
14,A4070,"Y22,Y29,Y31",,Used Xerox Supplies Containing Residual Toner,"H11,H12",154.6178,,MY ,,R4,Thailand,2017
15,A4070,"Y22,Y29,Y31",,Used Xerox Supplies Containing Residual Toner,"H11,H12",58.60723,,PH ,,R4,Thailand,2017
16,A4070,"Y22,Y29,Y31",,Used Xerox Supplies Containing Residual Toner,"H11,H12",125.0532,,SG ,,R4,Thailand,2017
17,A4070,"Y22,Y29,Y31",,Used Xerox Supplies Containing Residual Toner,"H11,H12",18.904,,ID ,,R4,Thailand,2017
18,A4070,"Y22,Y29,Y31",,Used Xerox Supplies Containing Residual Toner,"H11,H12",269.00733,,CN,,R4,Thailand,2017
19,A4120,"Y22,Y29,Y31",,Empty containers containing residues of hydrogen peroxide,"H11,H12",38.643,,SG,,R4,Thailand,2017
