,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A1050,," 11 01 09*, 19 02 05*",Galvanic sludges,"H11,H12",101.3,"BE,FR,NL",DE,,R4,United Kingdom of Great Britain and Northern Ireland,2019
1,A2030,, 16 08 07*,Waste catalysts but excluding such wastes specified on list B,H_,160.649,FR,BE,,R4,United Kingdom of Great Britain and Northern Ireland,2019
2,A2030,, 16 08 02*,Waste catalysts but excluding such wastes specified on list B,H8,19.511,DE,CZ,,R4,United Kingdom of Great Britain and Northern Ireland,2019
3,A2030,, 16 08 07*,Waste catalysts but excluding such wastes specified on list B,H11,349.3831,FR,IT,,R4,United Kingdom of Great Britain and Northern Ireland,2019
4,A2030,, 16 08 07*,Waste catalysts but excluding such wastes specified on list B,H12,346.6666,FR,IT,,R4,United Kingdom of Great Britain and Northern Ireland,2019
5,A2030,, 16 08 07*,Waste catalysts but excluding such wastes specified on list B,H_,176.636,,US,,R4,United Kingdom of Great Britain and Northern Ireland,2019
6,A2030,, 16 01 21*,Waste catalysts but excluding such wastes specified on list B,H_,28.0,"DE,US,US,US",US,,R4,United Kingdom of Great Britain and Northern Ireland,2019
7,A3050,, 08 05 01*,"Wastes from production, formulation and use of resins, latex, plasticisers, glues/adhesives excluding such wastes specified on list B (note the related entry on list B, B4020)","H11,H12,H3,H6.1",236.749,NL,DE,,"R1,R4,R12",United Kingdom of Great Britain and Northern Ireland,2019
8,A3150,, 14 06 02*,Waste halogenated organic solvents,"H3,H6.1",222.64,,FR,,"R1,R12",United Kingdom of Great Britain and Northern Ireland,2019
9,A3200,, 17 03 01*,"Bituminous material (asphalt waste) from road construction and maintenance, containing tar (note the related entry on list B B2130)",H_,3460.976,,NL,,"R1,R5",United Kingdom of Great Britain and Northern Ireland,2019
10,A4010,," 18 01 09, 18 02 08","Wastes from the production, preparation and use of pharmaceutical products but excluding such wastes specified on list B",,103.81,,NL,,R1,United Kingdom of Great Britain and Northern Ireland,2019
