,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,,Y_,191210,Combustible waste (refuse derived fuel),,110290.84,DE,GB,,R1,Latvia,2018
1,,,191204*,Premixed waste composed of at least one hazardous waste,H_,12267.6,,NO,,R1,Latvia,2018
2,A4020,Y1,180103*,Medicine waste,H6.2,239.955,,EE,,R12,Latvia,2018
3,A4020,Y1,"180101, 180103*, 180202*, 180104",Medicine waste,H6.2,80.56,,LT,,R12,Latvia,2018
4,A1030,Y29,"200121*
",Fluorescent tubes and other mercury containing waste,H11,98.65,,LT,,R12,Latvia,2018
5,A1030,Y29,200121*,Fluorescent tubes and other mercury containing waste,H6.1,99.741,,EE,,R12,Latvia,2018
6,A1180,Y31,160215*,Waste electrical and electronic equipment,H12,46.0,,EE,,"R3,R4,R5,R12",Latvia,2018
7,A1180,,"200123*
",Waste electrical and electronic equipment,H12,28.34,,EE,,"R3,R4,R12",Latvia,2018
8,A1180,,200135*,Waste electrical and electronic equipment,H12,71.955,,LT,,"R3,R4,R12",Latvia,2018
9,A2010,Y31,160215*,Glass waste from cathode-ray tubes and other activated glasses,H12,431.9,,LT,,"R3,R4,R5,R12",Latvia,2018
10,A4070,"Y6,Y12,Y42","080312*, 140603*",Waste ink and other solvents,H3,116.27,,LT,,R2,Latvia,2018
11,A4070,Y12,080111*,Waste paint and varnish,H3,28.74,,LT,,"R12,R13",Latvia,2018
12,A1170,,160605,Lithium-ion battery,H12,45.0,EE,FI,,R13,Latvia,2018
13,,Y4,170503*,Soil and stones containing dangerous substances,H12,48.85,,LT,,R5,Latvia,2018
14,A4140,,160305*,Organic waste containing dangerous substances,H8,11.702,,LT,,"R12,R13",Latvia,2018
15,A4060,,130403*,Bilge oils from other navigation,H12,219.86,,LT,,R13,Latvia,2018
16,A3020,Y8,130208*,"Other engine, gear and lubricating oils","H11,H12",49.48,EE,FI,,R12,Latvia,2018
