,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,B1200,,,"Granulated slag
(slag sand), obtained in the production of fer-rous metals
",H13,115000.0,,RU,,R4,Belarus,2018
1,B1200,,,"Granulated slag
(slag sand), obtained in the production of fer-rous metals
",H13,118864.0,,UA,,R4,Belarus,2018
2,B1210,,,"Other slag and ash, in-cluding seaweed ask (kelp)  (cake)",H13,10000.0,,UA,,R4,Belarus,2018
3,B1210,,,"Other slag and ash, in-cluding seaweed ask (kelp) (mixture of ash)",H13,25105.82,,UA,,R4,Belarus,2018
4,B1210,,,"Other slag and ash, in-cluding seaweed ask (kelp) (mixture of ash)",H13,40000.0,,RU,,R4,Belarus,2018
5,B3080,,,"Waste, cuttings and scrap of rubber (other than hard rubber), powders and granules obtained from it (waste cord)",H4.1,600.0,"DE,PL",NL,,R3,Belarus,2018
6,B3080,,,"Waste, cuttings and scrap of rubber (other than hard rubber), powders and granules obtained from it (waste vulcanized rubber)",H4.1,796.0,,LT,,R3,Belarus,2018
7,B3080,,,"Waste, cuttings and scrap of rubber (other than hard rubber), powders and granules obtained from it (waste vulcanized rubber)",H4.1,34.0,,DE,,R3,Belarus,2018
8,B3140,,,"Otherpneumatictires, used",H4.1,79.0,PL,DE,,R3,Belarus,2018
9,A1020,Y31,,Waste and lead scrap (lead accumulator plates),H12,105.0,,LT,,R13,Belarus,2018
10,B3140,,,"Otherpneumatictires, used",H4.1,37.16,"DE,PL",NL,,R3,Belarus,2018
11,A1020,Y31,,"Waste and scrap of primary elements, pri-mary batteries and electric accumulators, other (lead accumulator plates with grid calibra-tion)",H12,325.0,,GB,,R13,Belarus,2018
12,A1020,Y31,,"Waste and scrap of primary elements, pri-mary batteries and electric accumulators, other (lead accumulator plates with grid calibra-tion)",H12,620.0,,LT,,R13,Belarus,2018
13,A1020,Y31,,"Waste and scrap of primary elements, pri-mary batteries and electric accumulators, other (lead accumulator plates with grid calibra-tion)",H12,246.0,,NG,,R13,Belarus,2018
14,A1020,Y31,,"Waste and scrap of primary elements, pri-mary batteries and electric accumulators, other (lead accumulator plates with grid calibra-tion)",H12,125.0,,GB,,R13,Belarus,2018
