,annex_2_8_9_code,annex_1_code,national_code,type_of_waste,annex_3_code,amount,countries_of_transit ,country_of_origin,annex_4_a_code,annex_4_b_code,country,year
0,A2030,,160802,catalyseurs usés contenant des métaux ou composés de métaux de transition dangereux,,147,BE,NL,,R8,Luxembourg,2020
1,A4070,Y12,150202,"absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses",H4.1,40,,BE,,R12,Luxembourg,2020
2,,,170303,goudron et produits goudronnés,H13,164,,BE,,R12,Luxembourg,2020
3,A2010,Y31,160215,composants dangereux retirés des équipements mis au rebut,H12,144,,DE,,R5,Luxembourg,2020
4,A3050,Y13,80416,déchets liquides aqueux contenant des colles ou mastics autres que ceux visés à la rubrique 08 04 15,,1511,,FR,D13,,Luxembourg,2020
5,,,150202,"absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses",H4.1,2,,DE,D15,,Luxembourg,2020
6,,Y9,101114,boues de polissage et de meulage du verre autres que celles visées à la rubrique 10 11 13,,49,,DE,D9,,Luxembourg,2020
7,,Y18,170106,"mélanges ou fractions séparées de béton, briques, tuiles et céramiques contenant des substances dangereuses",,946,,BE,,R5,Luxembourg,2020
8,A3200,,170301,mélanges bitumineux contenant du goudron,,297,,DE,D1,,Luxembourg,2020
9,,,191206,bois contenant des substances dangereuses,H12,2189,,DE,,R1,Luxembourg,2020
10,,Y18,191212,autres déchets (y compris mélanges) provenant du traitement mécanique des déchets autres que ceux visés à la rubrique 19 12 11,,3098,,BE,,R12,Luxembourg,2020
11,A2030,,160802,catalyseurs usés contenant des métaux ou composés de métaux de transition dangereux,H4.2,420,BE,CZ,,R4,Luxembourg,2020
12,,Y18,161001,déchets liquides aqueux contenant des substances dangereuses,,383,,DE,D15,,Luxembourg,2020
13,,,170503,terres et cailloux contenant des substances dangereuses,H12,813,,BE,,R5,Luxembourg,2020
14,A1120,Y22,110205,déchets provenant des procédés hydrométallurgiques du cuivre contenant des substances dangereuses,H12,624,,BE,,R4,Luxembourg,2020
15,A1050,Y17,190205,boues provenant des traitements physico-chimiques contenant des substances dangereuses,H12,593,,BE,,R12,Luxembourg,2020
16,,,130307,huiles isolantes et fluides caloporteurs non chlorés à base minérale,H12,18,,DE,,R13,Luxembourg,2020
17,A4060,Y9,130502,boues provenant de séparateurs eau/hydrocarbures,H3,370,,DE,D9,,Luxembourg,2020
18,A3020,Y8,130205,"huiles moteur, de boîte de vitesses et de lubrification non chlorées à base minérale",H3,35,,BE,,R13,Luxembourg,2020
19,,Y42,160113,liquides de frein,H12,41,,DE,,R12,Luxembourg,2020
20,A4070,Y12,150202,"absorbants, matériaux filtrants (y compris les filtres à huile non spécifiés ailleurs), chiffons d'essuyage et vêtements de protection contaminés par des substances dangereuses",H13,15,,BE,,R12,Luxembourg,2020
21,A3020,Y8,160107,filtres à huile,H13,17,,BE,,R12,Luxembourg,2020
22,A3140,Y42,70104,"autres solvants, liquides de lavage et liqueurs mères organiques",H3,21,,FR,,R2,Luxembourg,2020
23,A2050,Y36,170601,matériaux d'isolation contenant de l'amiante,H11,1,,FR,D5,,Luxembourg,2020
24,A4060,Y9,130503,boues provenant de déshuileurs,H3,506,,DE,,R9,Luxembourg,2020
25,,,170301,mélanges bitumineux contenant du goudron,H12,3656,,DE,D1,,Luxembourg,2020
26,A4100,Y45,190107,déchets secs de l'épuration des fumées,H6.1,89,,DE,,R11,Luxembourg,2020
27,,Y18,170301,mélanges bitumineux contenant du goudron,,1842,,DE,D1,,Luxembourg,2020
